Country,Region,Year,AvgCelsiusTemp,State
Poland,Europe,2016,9.92533149171271,EU
Poland,Europe,2017,9.559068493150683,EU
Poland,Europe,2018,10.720997229916895,EU
Portugal,Europe,1995,17.995205479452057,EU
Portugal,Europe,1996,17.136885245901624,EU
Portugal,Europe,1997,18.22250000000001,EU
Portugal,Europe,1998,17.637214484679674,EU
Portugal,Europe,1999,17.372644628099184,EU
Portugal,Europe,2000,16.82032786885247,EU
Portugal,Europe,2001,16.788465753424664,EU
Portugal,Europe,2002,16.844792243767312,EU
Portugal,Europe,2003,17.254767123287667,EU
Portugal,Europe,2004,17.03076712328767,EU
Portugal,Europe,2005,17.07609890109889,EU
Portugal,Europe,2006,17.49892857142859,EU
Portugal,Europe,2007,16.913287292817675,EU
Portugal,Europe,2008,16.846383561643847,EU
Portugal,Europe,2009,17.822554945054943,EU
Portugal,Europe,2010,17.322356164383567,EU
Portugal,Europe,2011,17.407252747252752,EU
Portugal,Europe,2012,16.138328767123276,EU
Portugal,Europe,2013,16.32826446280992,EU
Portugal,Europe,2014,16.545027472527472,EU
Portugal,Europe,2015,16.733057851239668,EU
Portugal,Europe,2016,16.79607734806629,EU
Portugal,Europe,2017,17.127863013698633,EU
Portugal,Europe,2018,16.30335180055401,EU
Romania,Europe,1995,10.560383561643826,EU
Romania,Europe,1996,10.24191256830601,EU
Romania,Europe,1997,10.192493150684939,EU
Romania,Europe,1998,11.027486187845296,EU
Romania,Europe,1999,11.842500000000003,EU
Romania,Europe,2000,12.12666666666667,EU
Romania,Europe,2001,11.660164383561641,EU
Romania,Europe,2002,11.576897506925206,EU
Romania,Europe,2003,11.077802197802194,EU
Romania,Europe,2004,11.065874316939887,EU
Romania,Europe,2005,10.828438356164387,EU
Romania,Europe,2006,11.360958904109589,EU
Romania,Europe,2007,12.624203296703294,EU
Romania,Europe,2008,12.008873626373628,EU
Romania,Europe,2009,12.097032967032971,EU
Romania,Europe,2010,11.547452054794517,EU
Romania,Europe,2011,11.12780821917809,EU
Romania,Europe,2012,12.088005464480878,EU
Romania,Europe,2013,11.999013698630131,EU
Romania,Europe,2014,11.793571428571438,EU
Romania,Europe,2015,12.517335164835178,EU
Romania,Europe,2016,12.056795580110494,EU
Romania,Europe,2017,11.888547945205485,EU
Romania,Europe,2018,12.517845303867393,EU
Russia,Europe,1995,9.34027624309393,Not EU
Russia,Europe,1996,9.011260273972601,Not EU
Russia,Europe,1997,8.568397260273969,Not EU
Russia,Europe,1998,9.11692520775623,Not EU
Russia,Europe,1999,9.728241758241765,Not EU
Russia,Europe,2000,9.452404371584702,Not EU
Russia,Europe,2001,9.202260273972602,Not EU
Russia,Europe,2002,8.598795013850415,Not EU
Russia,Europe,2003,8.82365740740741,Not EU
Russia,Europe,2004,5.271639344262294,Not EU
Russia,Europe,2005,5.6075068493150715,Not EU
Russia,Europe,2006,4.990575342465756,Not EU
Russia,Europe,2007,6.609450549450547,Not EU
Russia,Europe,2008,6.765769230769231,Not EU
Russia,Europe,2009,5.843791208791206,Not EU
Russia,Europe,2010,6.366630136986303,Not EU
Russia,Europe,2011,6.345534246575341,Not EU
Russia,Europe,2012,5.348633879781424,Not EU
Russia,Europe,2013,6.292410958904103,Not EU
Russia,Europe,2014,6.504835164835163,Not EU
Russia,Europe,2015,7.025494505494514,Not EU
Russia,Europe,2016,6.186740331491716,Not EU
Russia,Europe,2017,5.81712328767123,Not EU
Russia,Europe,2018,6.160333333333334,Not EU
Saudi Arabia,Middle East,1995,25.855301369863003,Not EU
Saudi Arabia,Middle East,1996,26.416401098901094,Not EU
Saudi Arabia,Middle East,1997,25.784109589041083,Not EU
Saudi Arabia,Middle East,1998,27.068047091412758,Not EU
Saudi Arabia,Middle East,1999,27.216002747252713,Not EU
Saudi Arabia,Middle East,2000,26.62648907103825,Not EU
Saudi Arabia,Middle East,2001,26.821769547325108,Not EU
Saudi Arabia,Middle East,2002,26.471966759002736,Not EU
Saudi Arabia,Middle East,2003,26.647764060356653,Not EU
Saudi Arabia,Middle East,2004,26.411434426229512,Not EU
Saudi Arabia,Middle East,2005,26.46736986301374,Not EU
Saudi Arabia,Middle East,2006,26.911616438356162,Not EU
Saudi Arabia,Middle East,2007,27.0869093406593,Not EU
Saudi Arabia,Middle East,2008,26.85740384615383,Not EU
Saudi Arabia,Middle East,2009,27.23796703296707,Not EU
Saudi Arabia,Middle East,2010,27.42730136986307,Not EU
Saudi Arabia,Middle East,2011,26.468337912087957,Not EU
Saudi Arabia,Middle East,2012,26.78161379310345,Not EU
Saudi Arabia,Middle East,2013,26.55115068493151,Not EU
Saudi Arabia,Middle East,2014,27.044627071823246,Not EU
Saudi Arabia,Middle East,2015,28.071891117478543,Not EU
Saudi Arabia,Middle East,2016,27.07672651933703,Not EU
Saudi Arabia,Middle East,2017,27.457362637362635,Not EU
Saudi Arabia,Middle East,2018,27.804805555555536,Not EU
Slovakia,Europe,1995,10.355232876712337,EU
Slovakia,Europe,1996,9.091748633879787,EU
Slovakia,Europe,1997,10.055698630136988,EU
Slovakia,Europe,1998,11.007166666666677,EU
Slovakia,Europe,1999,10.8328021978022,EU
Slovakia,Europe,2000,11.778688524590171,EU
Slovakia,Europe,2001,10.622219178082197,EU
Slovakia,Europe,2002,11.321329639889198,EU
Slovakia,Europe,2003,11.258484848484851,EU
Slovakia,Europe,2004,10.5412568306011,EU
Slovakia,Europe,2005,10.385726027397256,EU
Slovakia,Europe,2006,11.004136986301368,EU
Slovakia,Europe,2007,11.93346153846153,EU
Slovakia,Europe,2008,11.724027397260283,EU
Slovakia,Europe,2009,11.237335164835159,EU
Slovakia,Europe,2010,10.029726027397267,EU
Slovakia,Europe,2011,11.105397260273978,EU
Slovakia,Europe,2012,11.602185792349724,EU
Slovakia,Europe,2013,11.21186301369863,EU
Slovakia,Europe,2014,12.195659340659349,EU
Slovakia,Europe,2015,12.028763736263741,EU
Slovakia,Europe,2016,11.309198895027624,EU
Slovakia,Europe,2017,11.510547945205476,EU
Slovakia,Europe,2018,12.362105263157888,EU
South Africa,Africa,1995,16.299452054794532,Not EU
South Africa,Africa,1996,15.877868852459008,Not EU
South Africa,Africa,1997,16.528465753424655,Not EU
South Africa,Africa,1998,16.58808864265929,Not EU
South Africa,Africa,1999,17.295274725274723,Not EU
South Africa,Africa,2000,17.01019125683059,Not EU
South Africa,Africa,2001,16.74709589041097,Not EU
South Africa,Africa,2002,16.591024930747928,Not EU
South Africa,Africa,2003,16.754890109890113,Not EU
South Africa,Africa,2004,17.040163934426236,Not EU
South Africa,Africa,2005,16.720273972602747,Not EU
South Africa,Africa,2006,16.906000000000013,Not EU
South Africa,Africa,2007,16.978429752066123,Not EU
South Africa,Africa,2008,16.982609890109885,Not EU
South Africa,Africa,2009,17.357637362637362,Not EU
South Africa,Africa,2010,17.090602739726048,Not EU
South Africa,Africa,2011,16.926904109589028,Not EU
South Africa,Africa,2012,17.009153005464483,Not EU
South Africa,Africa,2013,17.056383561643827,Not EU
South Africa,Africa,2014,17.38766483516483,Not EU
South Africa,Africa,2015,17.184738292011033,Not EU
South Africa,Africa,2016,17.42588397790055,Not EU
South Africa,Africa,2017,17.02553424657534,Not EU
South Africa,Africa,2018,17.122638888888886,Not EU
South Korea,Asia,1995,10.974109589041104,Not EU
South Korea,Asia,1996,10.907896174863394,Not EU
South Korea,Asia,1997,11.44586301369864,Not EU
South Korea,Asia,1998,12.674834254143637,Not EU
South Korea,Asia,1999,12.10255494505494,Not EU
South Korea,Asia,2000,11.319808743169402,Not EU
South Korea,Asia,2001,11.356593406593406,Not EU
South Korea,Asia,2002,11.711357340720221,Not EU
South Korea,Asia,2003,11.746438356164365,Not EU
South Korea,Asia,2004,12.68934426229508,Not EU
South Korea,Asia,2005,11.274438356164387,Not EU
South Korea,Asia,2006,12.234356164383573,Not EU
South Korea,Asia,2007,12.26471074380165,Not EU
South Korea,Asia,2008,12.187967032967041,Not EU
South Korea,Asia,2009,12.081016483516478,Not EU
South Korea,Asia,2010,11.714328767123286,Not EU
South Korea,Asia,2011,11.458630136986297,Not EU
South Korea,Asia,2012,11.515355191256829,Not EU
South Korea,Asia,2013,11.726630136986289,Not EU
South Korea,Asia,2014,12.549972527472525,Not EU
South Korea,Asia,2015,12.881813186813194,Not EU
South Korea,Asia,2016,13.03618784530386,Not EU
South Korea,Asia,2017,12.297589041095884,Not EU
South Korea,Asia,2018,12.358027777777778,Not EU
Spain,Europe,1995,15.840648401826465,EU
Spain,Europe,1996,15.067422586520935,EU
Spain,Europe,1997,16.014082191780815,EU
Spain,Europe,1998,15.36849492151428,EU
Spain,Europe,1999,15.201071428571442,EU
Spain,Europe,2000,14.82425318761386,EU
Spain,Europe,2001,14.785470319634719,EU
Spain,Europe,2002,15.27527239150505,EU
Spain,Europe,2003,16.391106032906794,EU
Spain,Europe,2004,15.668397085610202,EU
Spain,Europe,2005,15.757698630136984,EU
Spain,Europe,2006,16.01173515981737,EU
Spain,Europe,2007,14.706703296703276,EU
Spain,Europe,2008,14.943946886446843,EU
Spain,Europe,2009,15.681364468864494,EU
Spain,Europe,2010,14.877936073059365,EU
Spain,Europe,2011,16.110639269406413,EU
Spain,Europe,2012,15.636129326047364,EU
Spain,Europe,2013,15.35467579908679,EU
Spain,Europe,2014,16.37653846153844,EU
Spain,Europe,2015,16.15098901098899,EU
Spain,Europe,2016,15.907430939226494,EU
Spain,Europe,2017,15.95808219178083,EU
Spain,Europe,2018,15.800681399631676,EU
Sweden,Europe,1995,6.972602739726026,EU
Sweden,Europe,1996,6.296448087431699,EU
Sweden,Europe,1997,7.393534246575341,EU
Sweden,Europe,1998,6.698555555555558,EU
Sweden,Europe,1999,8.381675824175819,EU
Sweden,Europe,2000,8.488032786885245,EU
Sweden,Europe,2001,7.629698630136978,EU
Sweden,Europe,2002,8.106333333333337,EU
Sweden,Europe,2003,7.822341597796138,EU
Sweden,Europe,2004,7.248524590163937,EU
Sweden,Europe,2005,7.572630136986303,EU
Sweden,Europe,2006,8.093698630136991,EU
Sweden,Europe,2007,7.941593406593411,EU
Sweden,Europe,2008,8.260109589041098,EU
Sweden,Europe,2009,7.344038461538464,EU
Sweden,Europe,2010,5.578164383561645,EU
Sweden,Europe,2011,8.117150684931497,EU
Sweden,Europe,2012,6.818934426229507,EU
Sweden,Europe,2013,7.322575342465748,EU
Sweden,Europe,2014,8.367884615384613,EU
Sweden,Europe,2015,8.096098901098902,EU
Sweden,Europe,2016,7.709281767955798,EU
Sweden,Europe,2017,7.483589041095883,EU
Sweden,Europe,2018,8.37096952908588,EU
The Netherlands,Europe,1995,10.495917808219177,EU
The Netherlands,Europe,1996,8.582759562841524,EU
The Netherlands,Europe,1997,10.271123287671236,EU
The Netherlands,Europe,1998,10.623656509695287,EU
The Netherlands,Europe,1999,11.142829670329675,EU
The Netherlands,Europe,2000,11.02150273224043,EU
The Netherlands,Europe,2001,10.64065753424658,EU
The Netherlands,Europe,2002,10.890027700831027,EU
The Netherlands,Europe,2003,10.706027397260272,EU
The Netherlands,Europe,2004,10.710519125683067,EU
The Netherlands,Europe,2005,10.971397260273982,EU
The Netherlands,Europe,2006,11.35676712328767,EU
The Netherlands,Europe,2007,11.444093406593401,EU
The Netherlands,Europe,2008,10.826657534246573,EU
The Netherlands,Europe,2009,10.727060439560441,EU
The Netherlands,Europe,2010,9.228657534246576,EU
The Netherlands,Europe,2011,11.045589041095887,EU
The Netherlands,Europe,2012,10.404562841530053,EU
The Netherlands,Europe,2013,9.962684931506855,EU
The Netherlands,Europe,2014,11.849917582417582,EU
The Netherlands,Europe,2015,11.037087912087912,EU
The Netherlands,Europe,2016,11.004419889502758,EU
The Netherlands,Europe,2017,11.172410958904116,EU
The Netherlands,Europe,2018,11.582055555555556,EU
Turkey,Middle East,1995,12.440863013698642,Not EU
Turkey,Middle East,1996,12.302909836065586,Not EU
Turkey,Middle East,1997,11.560986301369848,Not EU
Turkey,Middle East,1998,13.135387811634349,Not EU
Turkey,Middle East,1999,13.345068681318665,Not EU
Turkey,Middle East,2000,12.369685792349728,Not EU
Turkey,Middle East,2001,13.741726027397249,Not EU
Turkey,Middle East,2002,12.698379501385054,Not EU
Turkey,Middle East,2003,12.699615912208518,Not EU
Turkey,Middle East,2004,12.51609289617486,Not EU
Turkey,Middle East,2005,12.682547945205467,Not EU
Turkey,Middle East,2006,12.676821917808224,Not EU
Turkey,Middle East,2007,13.755027472527471,Not EU
Turkey,Middle East,2008,13.191881868131869,Not EU
Turkey,Middle East,2009,13.4384478021978,Not EU
Turkey,Middle East,2010,14.421150684931492,Not EU
Turkey,Middle East,2011,12.36575342465754,Not EU
Turkey,Middle East,2012,13.503046448087431,Not EU
Turkey,Middle East,2013,13.663082191780825,Not EU
Turkey,Middle East,2014,14.322046703296712,Not EU
Turkey,Middle East,2015,13.695425824175826,Not EU
Turkey,Middle East,2016,13.859406077348071,Not EU
Turkey,Middle East,2017,13.493315068493139,Not EU
Turkey,Middle East,2018,14.86961272475799,Not EU
US,North America,1995,13.447818721171373,Not EU
US,North America,1996,12.645650804149614,Not EU
US,North America,1997,12.991416598107872,Not EU
US,North America,1998,14.49727602548289,Not EU
US,North America,1999,13.949521665148437,Not EU
US,North America,2000,13.402687809881913,Not EU
US,North America,2001,13.808181475387153,Not EU
US,North America,2002,13.679871247614251,Not EU
US,North America,2003,13.459208070530993,Not EU
US,North America,2004,13.570565300808319,Not EU
US,North America,2005,13.863339207048456,Not EU
US,North America,2006,14.300562285082501,Not EU
US,North America,2007,13.94458345665692,Not EU
US,North America,2008,13.315323572984688,Not EU
US,North America,2009,13.266815539387933,Not EU
US,North America,2010,13.77246720853975,Not EU
US,North America,2011,13.932648304330781,Not EU
US,North America,2012,14.821051959113895,Not EU
US,North America,2013,13.315673915758264,Not EU
US,North America,2014,13.161012678629131,Not EU
US,North America,2015,14.190035105944842,Not EU
US,North America,2016,14.620133071358344,Not EU
US,North America,2017,14.41299786902569,Not EU
US,North America,2018,13.910649834362944,Not EU
United Kingdom,Europe,1995,11.889437585733875,Not EU
United Kingdom,Europe,1996,10.996798905608756,Not EU
United Kingdom,Europe,1997,11.485500685871056,Not EU
United Kingdom,Europe,1998,10.986329639889195,Not EU
United Kingdom,Europe,1999,11.170261707988983,Not EU
United Kingdom,Europe,2000,10.798917808219176,Not EU
United Kingdom,Europe,2001,10.590137174211248,Not EU
United Kingdom,Europe,2002,11.032219140083217,Not EU
United Kingdom,Europe,2003,11.019230769230763,Not EU
United Kingdom,Europe,2004,10.803474692202466,Not EU
United Kingdom,Europe,2005,10.7612208504801,Not EU
United Kingdom,Europe,2006,10.809876543209878,Not EU
United Kingdom,Europe,2007,10.981375515818433,Not EU
United Kingdom,Europe,2008,10.405788751714667,Not EU
United Kingdom,Europe,2009,10.583603851444293,Not EU
United Kingdom,Europe,2010,10.111141678129295,Not EU
United Kingdom,Europe,2011,11.416735253772297,Not EU
United Kingdom,Europe,2012,10.651143250688698,Not EU
United Kingdom,Europe,2013,10.665102880658443,Not EU
United Kingdom,Europe,2014,11.86056396148556,Not EU
United Kingdom,Europe,2015,11.166574965612112,Not EU
United Kingdom,Europe,2016,11.235228215767638,Not EU
United Kingdom,Europe,2017,11.450945205479437,Not EU
United Kingdom,Europe,2018,11.213439667128977,Not EU
